Number_of_Subscribers,Channel2,Watch_date,Day_name,Month_name,Gender,Race,Province,Time_Bucket,Age_buckets,total_duration_hhmm
1,CNN,2016-03-14,Mon,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
3,ICC Cricket World Cup 2011,2016-03-11,Fri,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:26
1,kykNET,2016-02-28,Sun,February,male,coloured,Western Cape,Night,Adult 31-64,00:02
1,Trace TV,2016-01-21,Thu,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,CNN,2016-01-27,Wed,January,male,white,North West,Night,Young Adult 19-30,00:00
2,Channel O,2016-02-18,Thu,February,male,coloured,Western Cape,Night,Adult 31-64,00:06
1,ICC Cricket World Cup 2011,2016-03-03,Thu,March,male,None,Gauteng,Night,Adult 31-64,00:14
1,Channel O,2016-02-03,Wed,February,male,None,Western Cape,Night,Adult 31-64,00:04
3,Channel O,2016-02-13,Sat,February,male,black,Eastern Cape,Night,Young Adult 19-30,00:41
1,CNN,2016-03-27,Sun,March,male,black,Mpumalanga,Night,Youth 13-18,00:01
1,MK,2016-02-07,Sun,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-01-12,Tue,January,male,white,Eastern Cape,Night,Young Adult 19-30,00:00
2,Cartoon Network,2016-03-12,Sat,March,male,black,North West,Night,Young Adult 19-30,00:27
1,Africa Magic,2016-01-28,Thu,January,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
6,ICC Cricket World Cup 2011,2016-03-06,Sun,March,male,coloured,Western Cape,Night,Adult 31-64,01:18
1,Boomerang,2016-01-28,Thu,January,male,black,Northern Cape,Night,Adult 31-64,00:01
1,Channel O,2016-03-18,Fri,March,male,black,Eastern Cape,Night,Adult 31-64,00:06
3,Supersport Live Events,2016-02-15,Mon,February,male,black,Gauteng,Night,Adult 31-64,00:03
1,Cartoon Network,2016-01-14,Thu,January,female,white,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-01-14,Thu,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
4,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,white,Gauteng,Night,Adult 31-64,00:21
2,CNN,2016-03-20,Sun,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-02-26,Fri,February,None,None,None,Night,Infant,00:00
1,Supersport Live Events,2016-03-01,Tue,March,male,black,Western Cape,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-24,Wed,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:05
1,Supersport Live Events,2016-03-18,Fri,March,male,white,North West,Night,Adult 31-64,00:00
1,kykNET,2016-03-30,Wed,March,male,None,Gauteng,Night,Young Adult 19-30,00:01
1,Boomerang,2016-01-03,Sun,January,female,None,Eastern Cape,Night,Child 1-12,00:49
1,Trace TV,2016-02-09,Tue,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:15
2,SawSee,2016-03-30,Wed,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:04
1,Break in transmission,2016-03-01,Tue,March,male,black,Northern Cape,Night,Adult 31-64,00:00
2,CNN,2016-02-26,Fri,February,male,black,Gauteng,Night,Adult 31-64,00:01
1,CNN,2016-03-05,Sat,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
3,SuperSport Blitz,2016-01-14,Thu,January,male,black,Gauteng,Night,Adult 31-64,00:34
4,Channel O,2016-03-05,Sat,March,male,black,Gauteng,Night,Young Adult 19-30,01:08
1,Trace TV,2016-02-11,Thu,February,male,black,Northern Cape,Night,Young Adult 19-30,00:21
1,Africa Magic,2016-02-21,Sun,February,female,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Boomerang,2016-01-10,Sun,January,male,white,North West,Night,Young Adult 19-30,00:03
1,Africa Magic,2016-02-06,Sat,February,male,black,Limpopo,Night,Adult 31-64,00:00
3,ICC Cricket World Cup 2011,2016-02-24,Wed,February,male,white,Eastern Cape,Night,Adult 31-64,00:09
1,Supersport Live Events,2016-01-26,Tue,January,male,other,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,Africa Magic,2016-02-04,Thu,February,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-18,Mon,January,male,indian_asian,Mpumalanga,Night,Adult 31-64,00:00
1,SawSee,2016-02-28,Sun,February,male,black,Limpopo,Night,Adult 31-64,00:00
1,Channel O,2016-03-24,Thu,March,male,black,North West,Night,Adult 31-64,00:15
1,Africa Magic,2016-01-02,Sat,January,male,black,Mpumalanga,Night,Adult 31-64,00:00
2,ICC Cricket World Cup 2011,2016-03-27,Sun,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-01-07,Thu,January,female,other,Western Cape,Night,Young Adult 19-30,00:00
2,E! Entertainment,2016-03-25,Fri,March,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Trace TV,2016-03-03,Thu,March,male,black,Northern Cape,Night,Adult 31-64,00:01
1,Trace TV,2016-01-26,Tue,January,female,black,Gauteng,Night,Adult 31-64,00:00
4,Africa Magic,2016-03-20,Sun,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,ICC Cricket World Cup 2011,2016-03-25,Fri,March,female,black,Limpopo,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-03-05,Sat,March,male,white,Free State,Night,Adult 31-64,00:13
1,Africa Magic,2016-03-28,Mon,March,male,black,Gauteng,Night,Adult 31-64,00:00
1,Boomerang,2016-03-31,Thu,March,female,white,Gauteng,Night,Young Adult 19-30,00:00
2,SawSee,2016-01-01,Fri,January,male,black,Gauteng,Night,Adult 31-64,00:06
1,DStv Events 1,2016-03-19,Sat,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-26,Fri,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:03
2,Supersport Live Events,2016-01-05,Tue,January,female,white,Kwazulu Natal,Night,Adult 31-64,01:21
1,Trace TV,2016-01-16,Sat,January,male,coloured,Gauteng,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-01-22,Fri,January,None,None,None,Night,Infant,00:01
1,Cartoon Network,2016-01-27,Wed,January,male,black,Limpopo,Night,Youth 13-18,00:01
1,Africa Magic,2016-02-19,Fri,February,male,None,Gauteng,Night,Adult 31-64,00:07
1,Channel O,2016-02-25,Thu,February,male,black,Limpopo,Night,Young Adult 19-30,00:19
1,Channel O,2016-02-25,Thu,February,male,black,Gauteng,Night,Youth 13-18,00:16
1,SuperSport Blitz,2016-01-12,Tue,January,male,white,Eastern Cape,Night,Child 1-12,00:01
2,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,indian_asian,Mpumalanga,Night,Adult 31-64,00:03
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,male,black,Limpopo,Night,Adult 31-64,00:19
1,MK,2016-03-31,Thu,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:02
1,Trace TV,2016-02-24,Wed,February,female,coloured,Mpumalanga,Night,Adult 31-64,00:00
1,Channel O,2016-01-12,Tue,January,male,black,Limpopo,Night,Young Adult 19-30,00:01
2,Africa Magic,2016-02-14,Sun,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:03
1,M-Net,2016-03-27,Sun,March,male,None,Gauteng,Night,Young Adult 19-30,00:01
1,Boomerang,2016-03-30,Wed,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:05
1,SawSee,2016-02-14,Sun,February,male,black,Gauteng,Night,Adult 31-64,00:01
3,Trace TV,2016-03-07,Mon,March,male,black,Gauteng,Night,Young Adult 19-30,00:07
1,Cartoon Network,2016-03-05,Sat,March,male,white,Gauteng,Night,Adult 31-64,00:01
1,SuperSport Blitz,2016-03-31,Thu,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-30,Wed,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:00
1,Trace TV,2016-03-20,Sun,March,male,black,Eastern Cape,Night,Adult 31-64,00:01
1,Channel O,2016-03-01,Tue,March,male,coloured,Western Cape,Night,Adult 31-64,00:12
2,Channel O,2016-03-18,Fri,March,male,black,Limpopo,Night,Young Adult 19-30,00:08
1,SuperSport Blitz,2016-01-07,Thu,January,male,coloured,Western Cape,Night,Adult 31-64,00:08
1,Africa Magic,2016-03-08,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:01
1,E! Entertainment,2016-01-03,Sun,January,None,None,None,Night,Infant,00:20
3,SuperSport Blitz,2016-03-24,Thu,March,male,black,Gauteng,Night,Adult 31-64,00:19
1,CNN,2016-01-17,Sun,January,male,black,Gauteng,Night,Youth 13-18,00:00
1,E! Entertainment,2016-03-22,Tue,March,male,coloured,Western Cape,Night,Adult 31-64,00:03
2,Trace TV,2016-01-22,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,01:19
1,ICC Cricket World Cup 2011,2016-03-31,Thu,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
3,SuperSport Blitz,2016-02-23,Tue,February,male,black,Mpumalanga,Night,Adult 31-64,00:20
2,SawSee,2016-03-27,Sun,March,male,black,Gauteng,Night,Adult 31-64,00:02
1,Africa Magic,2016-03-06,Sun,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:04
3,ICC Cricket World Cup 2011,2016-03-04,Fri,March,male,white,Gauteng,Night,Adult 31-64,00:09
1,Boomerang,2016-03-06,Sun,March,female,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,Africa Magic,2016-01-18,Mon,January,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,Vuzu,2016-03-22,Tue,March,male,white,Gauteng,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-10,Sun,January,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:10
1,Cartoon Network,2016-02-15,Mon,February,female,None,Gauteng,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-02-15,Mon,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,E! Entertainment,2016-03-04,Fri,March,female,coloured,Western Cape,Night,Young Adult 19-30,00:46
2,Trace TV,2016-01-14,Thu,January,male,black,Limpopo,Night,Young Adult 19-30,00:30
2,Channel O,2016-02-28,Sun,February,male,None,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-02-19,Fri,February,male,black,Gauteng,Night,Adult 31-64,00:10
1,ICC Cricket World Cup 2011,2016-03-18,Fri,March,None,None,None,Night,Infant,00:00
1,Channel O,2016-02-14,Sun,February,female,black,Gauteng,Night,Adult 31-64,01:13
1,Supersport Live Events,2016-02-02,Tue,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-05,Sat,March,female,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:55
1,ICC Cricket World Cup 2011,2016-03-04,Fri,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-31,Thu,March,male,black,Northern Cape,Night,Adult 31-64,00:01
2,Trace TV,2016-03-19,Sat,March,male,coloured,Western Cape,Night,Adult 31-64,00:11
1,Supersport Live Events,2016-02-04,Thu,February,male,coloured,Gauteng,Night,Young Adult 19-30,00:16
2,Africa Magic,2016-01-21,Thu,January,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
2,Supersport Live Events,2016-02-25,Thu,February,male,black,Gauteng,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-23,Wed,March,male,coloured,Mpumalanga,Night,Adult 31-64,00:07
1,CNN,2016-02-26,Fri,February,male,coloured,Gauteng,Night,Adult 31-64,00:22
1,Africa Magic,2016-02-27,Sat,February,male,black,Free State,Night,Adult 31-64,00:05
1,Boomerang,2016-02-10,Wed,February,male,black,Gauteng,Night,Young Adult 19-30,00:09
1,Cartoon Network,2016-02-07,Sun,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:12
1,DStv Events 1,2016-02-27,Sat,February,male,coloured,Western Cape,Night,Adult 31-64,00:01
1,CNN,2016-01-31,Sun,January,male,black,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-01-13,Wed,January,male,white,Eastern Cape,Night,Child 1-12,00:01
1,E! Entertainment,2016-01-12,Tue,January,male,black,Gauteng,Night,Youth 13-18,00:01
1,Cartoon Network,2016-03-03,Thu,March,male,black,Kwazulu Natal,Night,Youth 13-18,00:00
1,Supersport Live Events,2016-03-24,Thu,March,male,white,Mpumalanga,Night,Young Adult 19-30,00:05
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,male,black,Mpumalanga,Night,Adult 31-64,00:07
1,Channel O,2016-02-25,Thu,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:46
1,Supersport Live Events,2016-01-21,Thu,January,male,white,Western Cape,Night,Young Adult 19-30,00:04
1,Channel O,2016-02-19,Fri,February,female,black,Mpumalanga,Night,Youth 13-18,00:00
2,Trace TV,2016-03-25,Fri,March,male,black,Gauteng,Night,Young Adult 19-30,00:04
1,CNN,2016-02-27,Sat,February,male,white,Gauteng,Night,Adult 31-64,00:11
1,SuperSport Blitz,2016-03-27,Sun,March,male,black,North West,Night,Young Adult 19-30,00:12
1,Cartoon Network,2016-02-11,Thu,February,female,white,Gauteng,Night,Young Adult 19-30,00:02
1,SuperSport Blitz,2016-02-02,Tue,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:07
1,Trace TV,2016-03-04,Fri,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:02
1,Africa Magic,2016-02-11,Thu,February,male,black,Northern Cape,Night,Young Adult 19-30,00:23
1,Cartoon Network,2016-01-15,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,M-Net,2016-03-13,Sun,March,female,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:01
1,ICC Cricket World Cup 2011,2016-03-05,Sat,March,male,black,Limpopo,Night,Adult 31-64,00:01
1,SawSee,2016-01-06,Wed,January,male,black,Gauteng,Night,Adult 31-64,00:03
2,Trace TV,2016-01-19,Tue,January,male,black,Gauteng,Night,Adult 31-64,00:09
1,Africa Magic,2016-02-08,Mon,February,male,black,Mpumalanga,Night,Adult 31-64,00:05
1,SawSee,2016-02-12,Fri,February,male,white,Gauteng,Night,Adult 31-64,00:01
1,Africa Magic,2016-03-25,Fri,March,male,None,Western Cape,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,indian_asian,Eastern Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-03-05,Sat,March,male,white,Kwazulu Natal,Night,ELDER +65,00:10
1,SuperSport Blitz,2016-03-12,Sat,March,female,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-02-24,Wed,February,male,black,Western Cape,Night,Adult 31-64,00:00
1,Channel O,2016-01-11,Mon,January,female,black,Western Cape,Night,Adult 31-64,01:51
1,Supersport Live Events,2016-03-11,Fri,March,male,white,Free State,Night,Young Adult 19-30,00:01
1,SuperSport Blitz,2016-03-05,Sat,March,male,white,North West,Night,Adult 31-64,00:05
1,Trace TV,2016-02-14,Sun,February,male,other,Western Cape,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-02-21,Sun,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:05
1,Africa Magic,2016-03-25,Fri,March,male,coloured,Gauteng,Night,Adult 31-64,00:31
1,E! Entertainment,2016-03-25,Fri,March,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-29,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:00
1,DStv Events 1,2016-02-03,Wed,February,male,black,Gauteng,Night,Adult 31-64,00:06
2,Boomerang,2016-03-12,Sat,March,male,black,Gauteng,Night,Young Adult 19-30,00:52
1,Supersport Live Events,2016-02-19,Fri,February,male,white,Gauteng,Morning 5-11am,Adult 31-64,03:38
2,Channel O,2016-02-13,Sat,February,male,black,Gauteng,Night,Young Adult 19-30,00:52
1,Africa Magic,2016-01-11,Mon,January,male,black,Limpopo,Night,Child 1-12,00:00
4,Channel O,2016-02-15,Mon,February,male,black,Gauteng,Night,Adult 31-64,03:08
1,SuperSport Blitz,2016-03-22,Tue,March,male,None,Western Cape,Night,Adult 31-64,00:03
2,Channel O,2016-03-21,Mon,March,male,black,Gauteng,Night,Adult 31-64,00:25
1,E! Entertainment,2016-02-25,Thu,February,male,white,Gauteng,Night,Young Adult 19-30,00:02
1,SuperSport Blitz,2016-03-07,Mon,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:01
1,Boomerang,2016-02-02,Tue,February,male,black,Western Cape,Night,Adult 31-64,00:16
1,Africa Magic,2016-03-23,Wed,March,male,black,Gauteng,Night,Adult 31-64,00:01
1,Trace TV,2016-01-15,Fri,January,male,black,North West,Night,Adult 31-64,00:11
2,ICC Cricket World Cup 2011,2016-03-07,Mon,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:06
1,CNN,2016-03-15,Tue,March,male,white,Mpumalanga,Night,Adult 31-64,00:04
1,Cartoon Network,2016-02-26,Fri,February,male,coloured,Eastern Cape,Night,Adult 31-64,00:08
1,Supersport Live Events,2016-02-21,Sun,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,SawSee,2016-02-16,Tue,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,SawSee,2016-02-19,Fri,February,male,None,Gauteng,Night,Adult 31-64,00:01
1,SawSee,2016-03-20,Sun,March,female,black,Gauteng,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-09,Tue,February,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-03-05,Sat,March,male,white,Western Cape,Night,Young Adult 19-30,00:01
1,Channel O,2016-03-25,Fri,March,female,coloured,Western Cape,Night,Adult 31-64,00:05
1,Boomerang,2016-02-04,Thu,February,male,None,Northern Cape,Night,Adult 31-64,00:00
1,Boomerang,2016-01-11,Mon,January,female,None,Western Cape,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,black,Free State,Night,Youth 13-18,00:02
1,E! Entertainment,2016-01-04,Mon,January,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,Trace TV,2016-01-16,Sat,January,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:05
1,CNN,2016-02-21,Sun,February,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:02
1,Trace TV,2016-03-31,Thu,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:22
1,CNN,2016-02-12,Fri,February,female,indian_asian,Kwazulu Natal,Night,Youth 13-18,00:00
1,CNN,2016-01-28,Thu,January,male,None,Gauteng,Night,Adult 31-64,00:02
1,ICC Cricket World Cup 2011,2016-03-07,Mon,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:07
1,E! Entertainment,2016-03-03,Thu,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:01
1,Trace TV,2016-02-17,Wed,February,male,indian_asian,Limpopo,Night,Adult 31-64,00:00
2,Cartoon Network,2016-01-31,Sun,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Trace TV,2016-03-26,Sat,March,male,black,Mpumalanga,Night,Adult 31-64,00:13
1,Africa Magic,2016-03-13,Sun,March,female,coloured,Kwazulu Natal,Night,Adult 31-64,00:00
1,Cartoon Network,2016-01-26,Tue,January,male,black,Gauteng,Night,Youth 13-18,00:06
1,SawSee,2016-02-03,Wed,February,male,black,North West,Night,Adult 31-64,00:02
2,Africa Magic,2016-01-31,Sun,January,male,black,Gauteng,Night,Adult 31-64,00:18
1,Cartoon Network,2016-03-11,Fri,March,male,indian_asian,Mpumalanga,Night,Adult 31-64,00:00
1,Boomerang,2016-02-25,Thu,February,male,white,Mpumalanga,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-03-18,Fri,March,male,white,Gauteng,Night,Young Adult 19-30,00:00
1,E! Entertainment,2016-01-14,Thu,January,male,white,Eastern Cape,Night,Youth 13-18,00:00
1,SuperSport Blitz,2016-03-08,Tue,March,male,white,Limpopo,Night,Adult 31-64,00:03
1,SuperSport Blitz,2016-01-22,Fri,January,male,indian_asian,Gauteng,Night,Adult 31-64,00:02
2,ICC Cricket World Cup 2011,2016-03-09,Wed,March,male,white,Gauteng,Night,Young Adult 19-30,00:12
1,Africa Magic,2016-01-10,Sun,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-01-19,Tue,January,male,white,Free State,Night,Adult 31-64,00:03
1,Channel O,2016-03-31,Thu,March,None,None,None,Night,Infant,00:04
1,SuperSport Blitz,2016-03-25,Fri,March,male,black,Western Cape,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-02,Tue,February,male,white,Western Cape,Night,Adult 31-64,00:09
1,SawSee,2016-03-05,Sat,March,male,white,Gauteng,Night,Young Adult 19-30,00:02
1,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,indian_asian,Western Cape,Night,Adult 31-64,00:04
1,Channel O,2016-03-02,Wed,March,male,black,Mpumalanga,Night,Adult 31-64,00:26
2,CNN,2016-03-22,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:04
2,Channel O,2016-01-22,Fri,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:18
1,SuperSport Blitz,2016-02-12,Fri,February,male,coloured,Northern Cape,Night,Adult 31-64,00:02
3,ICC Cricket World Cup 2011,2016-03-08,Tue,March,male,coloured,Western Cape,Night,Adult 31-64,00:06
1,ICC Cricket World Cup 2011,2016-03-12,Sat,March,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,SawSee,2016-03-03,Thu,March,female,None,Gauteng,Night,Young Adult 19-30,00:01
1,E! Entertainment,2016-02-22,Mon,February,male,black,Limpopo,Night,Young Adult 19-30,00:01
1,SawSee,2016-01-26,Tue,January,male,black,North West,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-05,Fri,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:16
1,Cartoon Network,2016-02-27,Sat,February,male,indian_asian,Mpumalanga,Night,Young Adult 19-30,00:01
1,ICC Cricket World Cup 2011,2016-03-01,Tue,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-04,Fri,March,female,coloured,Eastern Cape,Night,Young Adult 19-30,00:08
1,Supersport Live Events,2016-03-31,Thu,March,male,None,Mpumalanga,Night,Adult 31-64,00:01
3,SuperSport Blitz,2016-03-04,Fri,March,male,white,Gauteng,Night,Adult 31-64,00:12
1,ICC Cricket World Cup 2011,2016-02-24,Wed,February,female,white,Gauteng,Night,Adult 31-64,00:07
1,kykNET,2016-03-29,Tue,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:02
1,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,indian_asian,Gauteng,Night,Youth 13-18,00:02
1,SuperSport Blitz,2016-02-27,Sat,February,male,white,Mpumalanga,Night,Young Adult 19-30,00:08
